request_id,ip_hash,timestamp,endpoint,http_method,response_code,payload_size_bytes,requests_per_min,unique_endpoints_per_session,inter_request_time_seconds,hour_of_day,failed_auth_streak,is_abuse
874cb8f6-67af-4867-8ce3-b24f19e83499,80e7efa933cda73eaf0d68b46fb60476,2026-03-26 00:44:26,/admin/export,GET,403,132,15.851,3,2.181,22,20,1
49108959-9b48-4211-8666-fcba29ecd16f,5516d48feb4a0644de2abb665a23e4a1,2026-02-28 09:35:16,/admin/settings,GET,200,171,1.893,2,25.837,12,0,0
1c107953-37ad-41f2-9637-c505e11a2748,d657f657d6c6771fda39cb1c0cf63e2b,2026-03-05 12:44:21,/admin/logs,GET,200,149,2.575,2,21.908,13,0,0
4ddd5abd-1d6d-4690-9948-f19e7c3a8771,078a7d25d734d3c0379ea62a7154a86e,2026-03-21 13:10:41,/admin/users,POST,200,251,0.525,5,106.42,13,0,0
583b63cd-fc22-4d40-a617-f262920a1850,98f33f34617447f6a8d440224b56823d,2026-03-13 13:43:36,/admin/users,GET,200,194,0.904,4,19.082,9,0,0
62c6456b-fe16-4598-8915-a1a4336b8c98,4951311ad8fce844a034fc5b21bed869,2026-03-02 14:50:11,/admin/dashboard,DELETE,200,206,1.878,2,37.01,9,0,0
aff2e9cf-4761-4afc-b702-9b426b0a3151,d657f657d6c6771fda39cb1c0cf63e2b,2026-02-25 22:58:42,/admin/settings,GET,200,286,1.943,2,65.185,11,0,0
09bcef7c-ff3b-411e-b630-712dacc5950c,b16399660cea454f13b62e5d252c0966,2026-02-25 20:09:02,/admin/reset,DELETE,403,114,27.302,4,3.08,8,18,1
1ce3cf72-e610-4112-8378-7b56e3fdf8a1,94c8553ee3a49f2591fe10a7e8a818ea,2026-03-24 11:11:06,/admin/logs,DELETE,200,186,1.176,5,20.15,9,0,0
fd925e86-c2f8-465c-9526-b47e22d2308a,cc2448c5b89ff19048dd6e9592a030c0,2026-02-28 11:30:21,/admin/settings,GET,200,186,2.582,3,90.992,9,0,0
48855567-27fb-4226-91de-004d3ab109db,15dc7a25a3f47ded24ff73380234c403,2026-03-04 08:24:16,/admin/logs,POST,200,137,1.722,2,97.144,9,0,0
