request_id,ip_hash,timestamp,endpoint,http_method,response_code,payload_size_bytes,requests_per_min,unique_endpoints_per_session,inter_request_time_seconds,hour_of_day,failed_auth_streak,is_abuse
c002d0aa-04e2-4704-831e-ca7f808767cc,5d4c507e8f583255d3c1c16c94a77b94,2026-03-15 15:32:14,/profile/admin,PUT,400,35829,16.314,2,12.652,22,0,1
9028fd10-76c2-4ab2-88cc-4fd33250eacf,fe8839045dc71d8af92729a030f8b25b,2026-03-13 15:44:39,/profile/update,DELETE,400,412,3.32,3,25.18,11,0,0
99876c0a-6d30-434c-a244-e7d6c09dd6ce,a01b856fad8d578de5d20b0cbdee04b2,2026-03-03 15:10:12,/profile/avatar,PUT,200,424,4.644,6,25.775,9,0,0
dedd47a3-35b6-4931-87ce-f30782028e98,fb1fefedbd7a0a0f24a3a9b1ac09d9f2,2026-03-06 13:09:57,/profile/avatar,GET,400,329,2.236,2,56.824,21,0,0
9ab55f6d-a504-4105-b0c4-0844326e4476,c475194d59396a65f9f76ff4781a6b21,2026-03-23 12:45:41,/profile/avatar,GET,404,297,3.434,6,41.554,16,0,0
f4e740f8-3be6-439a-a2f8-6af6e7be9fe1,29977019e85fdb257c4d8f90dadff275,2026-03-12 17:25:08,/profile/view,GET,404,312,4.435,6,21.217,13,0,0
34e0d7a0-d353-48d5-93f0-ea764d0ad00d,27182b1665210a7c13ada5e5b5bd467e,2026-03-23 14:43:27,/profile/settings,GET,404,190,4.376,5,13.237,16,0,0
965b3927-b8b1-4923-bd4e-d0a2670bdc5b,cbd10e3d6138d4500a32ef1b1edaa0f1,2026-03-26 11:54:06,/profile/admin,DELETE,200,45871,5.636,2,6.544,5,0,1
87e71075-3830-43f9-b748-71b0c767206f,4325b4656dba6ddadf14bc21c4b2e3bc,2026-03-02 16:57:29,/profile/avatar,PUT,200,319,2.491,6,20.352,15,0,0
9d7a6d7d-7cc2-49fe-b41a-72bcb80236dc,c475194d59396a65f9f76ff4781a6b21,2026-02-28 18:02:32,/profile/view,GET,404,340,2.087,6,10.711,12,0,0
