round,epsilon,use_reputation,mean_global_f1,node_0_f1,node_1_f1,node_2_f1,node_3_f1,node_4_f1,trust_0,trust_1,trust_2,trust_3,trust_4,poison_active
1,1.0,True,0.4202,0.4011,0.4886,0.2658,0.4839,0.4615,0.4011,0.4886,0.2658,0.4839,0.4615,False
2,1.0,True,0.4441,0.5021,0.6207,0.2256,0.4073,0.4651,0.4516,0.5546,0.2457,0.4456,0.4633,False
3,1.0,True,0.7509,0.8633,0.8242,0.4845,0.9125,0.6702,0.5888,0.6445,0.3253,0.6012,0.5323,False
4,1.0,True,0.6797,0.6042,0.9342,0.4831,0.5742,0.803,0.6565,0.793,0.3977,0.6313,0.6461,False
5,1.0,True,0.8358,0.7109,0.6329,0.9286,0.9655,0.9412,0.7261,0.7971,0.6321,0.8174,0.8048,False
6,1.0,True,0.5453,0.6316,0.6198,0.3043,0.463,0.7075,0.6489,0.729,0.572,0.6675,0.8173,False
7,1.0,True,0.8538,0.8806,0.8022,0.8,0.8811,0.9051,0.741,0.685,0.6776,0.7699,0.8513,False
8,1.0,True,0.8009,0.9595,0.9868,0.25,0.8758,0.9324,0.8239,0.803,0.4514,0.74,0.8484,False
9,1.0,True,0.7165,0.7892,0.5771,0.8065,0.6368,0.7732,0.8764,0.7887,0.6188,0.7979,0.8702,False
10,1.0,True,0.8447,0.908,0.9487,0.8841,0.6917,0.791,0.8855,0.8375,0.6468,0.7348,0.8322,False
