round,epsilon,use_reputation,mean_global_f1,node_0_f1,node_1_f1,node_2_f1,node_3_f1,node_4_f1,trust_0,trust_1,trust_2,trust_3,trust_4,poison_active
1,1.0,False,0.4081,0.3521,0.6048,0.1852,0.4451,0.4532,1.0,1.0,1.0,1.0,1.0,False
2,1.0,False,0.5413,0.4281,0.8828,0.2165,0.6632,0.5161,1.0,1.0,1.0,1.0,1.0,False
3,1.0,False,0.7903,0.8324,0.8905,0.7097,0.8054,0.7135,1.0,1.0,1.0,1.0,1.0,False
4,1.0,False,0.6083,0.5505,0.9286,0.241,0.5128,0.8088,1.0,1.0,1.0,1.0,1.0,False
5,1.0,False,0.8016,0.7538,0.6,0.9286,0.7821,0.9434,1.0,1.0,1.0,1.0,1.0,False
6,1.0,False,0.5927,0.5703,0.682,0.3093,0.8475,0.5543,1.0,1.0,1.0,1.0,1.0,False
7,1.0,False,0.8387,0.9209,0.8795,0.7328,0.855,0.8056,1.0,1.0,1.0,1.0,1.0,False
8,1.0,False,0.8546,0.9342,1.0,0.4887,0.9371,0.913,1.0,1.0,1.0,1.0,1.0,False
9,1.0,False,0.7558,0.655,0.7255,0.8202,0.9057,0.6726,1.0,1.0,1.0,1.0,1.0,False
10,1.0,False,0.8439,0.9673,0.74,0.8889,0.7935,0.8299,1.0,1.0,1.0,1.0,1.0,False
